,tramo,tramo_inicial,tramo_final,pwr,time_seg,dist,spd,viento_aparente,porc,dist_acum,prueba,puntos_en_tramo,S,Z,T,CdA
61,61,4174,4205,174.9013249091691,62,487.7585201693,28.32146246144323,17.35430961075425,1.070528177159208,57142.2000438853,20180415_LEVS_195_90_R_E.gpx,31,0.010704668395299807,312.02796872855214,8.36641946468277,0.04468840565144505
66,66,4246,4291,97.59071204403469,57,564.5237338348015,35.65413055798746,22.67364322539476,-1.63588619386972,58282.1144680144,20180415_LEVS_195_90_R_E.gpx,45,-0.01635667346107785,508.59173570762795,19.880547865839777,0.06514900679022052
67,67,4291,4332,244.0509783144599,82,579.9808633979992,25.46257449064387,21.01649171936037,2.34855369988183,58857.049919361,20180415_LEVS_195_90_R_E.gpx,41,0.023479062712880406,345.5237777209349,9.360732993341902,0.04515238215579563
68,68,4332,4386,160.8199698486597,59,648.7600409583029,39.58535843135407,22.8838257119675,-1.591479697216521,59508.9714745465,20180415_LEVS_195_90_R_E.gpx,54,-0.0159127818989842,565.6564853519534,24.26029994476514,0.07148125105666767
69,69,4386,4419,236.0411243412957,56,494.2500256003987,31.7732159314542,22.89830584287504,0.8586559419295883,59993.7922155924,20180415_LEVS_195_90_R_E.gpx,33,0.008586242897567263,462.3055432448597,14.748868570525602,0.05317143170079432
71,71,4438,4477,212.3484239727184,70,648.1458430901985,33.33321478749592,22.90202666563263,1.345029471545996,60994.7999590395,20180415_LEVS_195_90_R_E.gpx,39,0.013449078231227088,483.0994462999735,6.645020179583701,0.022924956170954962
73,73,4488,4580,255.7790520389448,168,1497.087872727403,32.08045441558721,21.14091199800488,1.848148279983113,62603.7199836158,20180415_LEVS_195_90_R_E.gpx,92,0.01847832729242248,429.0918125171571,7.973963145847392,0.030972249268636246
74,74,4580,4630,63.25763150410739,52,649.730008648301,44.98130829103623,21.40051554520915,-2.8988323384235,63255.0399354888,20180415_LEVS_195_90_R_E.gpx,50,-0.02897615127919256,595.1183976886261,26.231257390637264,0.07346229336469448
82,82,4719,4761,31.15120518476206,48,527.3771696901968,39.55328772676476,22.206505577329,-1.976720580193494,64854.8800655352,20180415_LEVS_195_90_R_E.gpx,42,-0.019763344990367863,547.9909532432541,15.869829531305946,0.04826670172010821
83,83,4761,4798,224.4055835837886,76,544.3300053759012,25.7840528862269,21.6782697943445,2.01497177180718,65400.379924737,20180415_LEVS_195_90_R_E.gpx,37,0.020145628458472658,361.11565409290074,9.130697977264756,0.0421411528124809
84,84,4798,4827,80.21597381711793,60,410.3300053760031,24.61980032256019,21.35435728129177,-1.029021790149003,65811.379924737,20180415_LEVS_195_90_R_E.gpx,29,-0.01028967313644926,340.9412982754617,16.399734453380184,0.08016890559720394
85,85,4827,5155,239.5986932669631,696,4504.540024062997,23.29934495204999,22.50881843669808,2.685890804089419,70318.7199139851,20180415_LEVS_195_90_R_E.gpx,328,0.02684922525868604,343.3931645565413,8.900900393226461,0.043200725931363565
87,87,5164,5330,227.2264568069269,409,2123.030678418407,18.68682259732583,18.64730002903993,3.909868058315815,72588.3899825918,20180415_LEVS_195_90_R_E.gpx,166,0.039068829593964016,230.8001690986558,4.866608159754907,0.03514301411159041
89,89,5331,5543,227.3327391866673,628,2453.150056320694,14.06264363495939,16.56772909628419,5.452839610222722,75065.1600491514,20180415_LEVS_195_90_R_E.gpx,212,0.05444751053945897,158.4290421647403,5.710379754142384,0.060072947864829425
90,90,5543,5665,12.15518872612183,149,1797.019911169496,43.41793073966569,-11.86531791318586,-5.83065103627928,76855.920077823,20180415_LEVS_195_90_R_E.gpx,122,-0.058207651516331026,-251.22002309235572,47.984883633260935,-0.31834566795670527
92,92,5678,5773,140.3771763240051,107,1208.976725646105,40.67585245164467,-2.419267516034756,-2.298993753856324,78305.0399354888,20180415_LEVS_195_90_R_E.gpx,95,-0.02298386442692685,-31.62056638901861,28.301979566585533,-1.4917495583093257
94,94,5783,6339,86.33315664698252,594,7978.285226816894,48.35324379889026,-14.83850350819875,-3.418624920076051,86393.4339706889,20180415_LEVS_195_90_R_E.gpx,556,-0.034166289965349504,-354.7532297864233,32.178601253538815,-0.1511783335179768
96,96,6356,6394,128.444217958144,72,625.640008192102,31.2820004096051,-15.40802575495965,-1.068537812006906,87298.3899825918,20180415_LEVS_195_90_R_E.gpx,38,-0.010684768158460025,-232.0770207427384,19.8007191255202,-0.14219933725845307
97,97,6394,6428,212.5628767985552,68,493.4800573446992,26.12541480060172,-17.72810535457852,1.631311670923605,87797.0399877118,20180415_LEVS_195_90_R_E.gpx,34,0.016310946537192048,-218.5432760259247,10.475061254828084,-0.07988548420333218
99,99,6448,6509,212.4625932516578,142,826.6699989759945,20.95783095995479,5.888902754145712,2.345938395948998,88913.0499846398,20180415_LEVS_195_90_R_E.gpx,61,0.023452931272455194,82.88500644125351,11.374350480712941,0.2287174920427205
102,102,6511,6545,134.6104796140197,62,559.2628365790006,32.47332599490971,1.613778583949175,-1.018714615424635,89498.1831488231,20180415_LEVS_195_90_R_E.gpx,34,-0.010186617594829944,47.35543876317108,19.50221179379517,0.6863770492243961
104,104,6570,6616,130.0665238823948,52,574.3837774365093,39.76503074560448,2.387858527543263,-2.383206386767698,90436.8000409595,20180415_LEVS_195_90_R_E.gpx,46,-0.023825298833174087,75.2834581493887,28.39601348660425,0.6286465886095154
105,105,6616,6673,266.474534020136,107,855.2961531885958,28.77631917270042,-1.560180949765621,1.996910454996203,91284.0526143571,20180415_LEVS_195_90_R_E.gpx,57,0.01996512424897533,-8.76770410489403,11.29501970921951,-2.1470880658702054
107,107,6695,6728,235.6592847277778,66,516.3300010240055,28.16345460130939,1.669818170872992,1.199605133267401,92143.8799344632,20180415_LEVS_195_90_R_E.gpx,33,0.011995188278452933,41.98809207079713,15.118150022071116,0.6000967288765285
108,108,6728,6773,135.1540453777393,57,604.9799582729902,38.20926052250464,6.158028610656964,-2.291879511680342,92754.1599508474,20180415_LEVS_195_90_R_E.gpx,45,-0.022912778195927505,154.87212750440077,28.549135334886603,0.30723341243865165
109,109,6773,6806,259.2656398788394,62,427.935548847905,24.84787057826545,-1.714649553388456,2.536900337775251,93179.5200573433,20180415_LEVS_195_90_R_E.gpx,33,0.025360843744192802,-9.638435039446604,10.757239656539909,-1.860129023801486
110,110,6806,6879,65.42472734697795,88,1091.004565654293,44.63200495858473,4.721308192665062,-3.843987814466523,94270.8799344632,20180415_LEVS_195_90_R_E.gpx,73,-0.038411509731481414,143.58299626137187,34.77615476774521,0.4036707650307968
112,112,6905,7006,157.5491797471502,125,1251.837213615101,36.05291175211491,-11.23756371245108,-1.333681040377988,95885.1937369147,20180415_LEVS_195_90_R_E.gpx,101,-0.013335624449341485,-195.30816555528563,23.091318665434134,-0.19705029228879242
113,113,7006,7087,217.1316597870737,161,1138.592756688493,25.4592169197427,5.887242246756174,1.822192976966776,97021.5142355587,20180415_LEVS_195_90_R_E.gpx,81,0.01821890532966072,100.08757257042112,10.203014271381875,0.16990145078872615
114,114,7087,7146,125.8105352061652,71,903.0401023999002,45.78794885407945,7.737994933895787,-3.578462665929078,97923.3799856638,20180415_LEVS_195_90_R_E.gpx,59,-0.03576173682639082,226.89503043704178,37.0511778882253,0.27216093286880927
115,115,7146,7175,254.1795746043469,45,459.4513252522011,36.75610602017608,8.811046661569584,1.451388502985721,98385.5000541536,20180415_LEVS_195_90_R_E.gpx,29,0.014512356575647006,206.33247039780008,7.6676276901162,0.06193586234337674
116,116,7175,7433,154.2682225364974,294,3725.842905992497,45.62256619582649,0.4990436688984666,-2.722178330301135,102111.184614476,20180415_LEVS_195_90_R_E.gpx,258,-0.02721170288744553,38.013782522353615,31.783758571200142,1.393519072216769
118,118,7450,7484,109.3781540772674,42,420.8540401270002,36.07320343945716,-7.494828907321576,-2.557812063154315,102743.480045055,20180415_LEVS_195_90_R_E.gpx,34,-0.02556975761680243,-125.82641881894921,29.07665827219775,-0.38514246511346667
120,120,7488,7530,201.2814887963399,42,471.1101070099976,40.38086631514265,-7.322790796092194,-0.7839100865013273,103258.039935489,20180415_LEVS_195_90_R_E.gpx,42,-0.007838860013851015,-137.70671898619466,20.450902366512814,-0.24751760501198508
126,126,7560,7600,119.1018169143356,78,685.9858801810042,31.66088677758481,-14.84537046386414,-1.817381000673727,104311.719983616,20180415_LEVS_195_90_R_E.gpx,40,-0.018170809460042358,-226.52648639440508,25.17097550975361,-0.185195234858971
128,128,7601,7729,103.6197983737143,194,2025.980108545002,37.59550716887632,-19.36352044954337,-3.47640344105403,106358.848301096,20180415_LEVS_195_90_R_E.gpx,128,-0.034743046602202426,-354.61668994504174,36.18236597938599,-0.17005387791624393
129,129,7729,7796,194.1198483872168,143,831.1199590379983,20.92329966808947,-20.49972086368522,1.656057392919211,107191.480045055,20180415_LEVS_195_90_R_E.gpx,67,0.016558303505881392,-194.24002057491214,14.365851002201879,-0.12326545751386862
130,130,7796,7830,26.32726294715591,75,422.8399508489965,20.29631764075183,-16.20987003075143,-4.27792367323444,107610.184614476,20180415_LEVS_195_90_R_E.gpx,34,-0.04274014602681589,-151.22773597227336,37.99049621777242,-0.41868968869504347
1,1,12,90,235.2911016165093,84,551.1799808,23.62199917714285,4.359693840716009,2.512540654681767,624.0,20180422_LEVS_195_90_R_E.gpx,78,0.025117479640350583,71.80363052081184,9.267714077867232,0.21511711897773383
5,5,97,133,272.8193624877024,82,514.0,22.56585365853659,-3.359470442505564,2.552640772228497,1240.0,20180422_LEVS_195_90_R_E.gpx,36,0.025518095312707732,-28.70886607329768,16.579285173685818,-0.9624950663531738
6,6,133,185,174.0465569660368,84,762.0,32.65714285714286,-9.021949170410226,-1.186858688947663,2000.0,20180422_LEVS_195_90_R_E.gpx,52,-0.011867751053296897,-139.26055567380223,25.249772031133116,-0.3021886074029111
7,7,185,221,234.8304938028649,71,548.0,27.78591549295775,-0.3349197747082522,0.9284884428594385,2547.0,20180422_LEVS_195_90_R_E.gpx,36,0.0092844842338026,10.275245709463428,17.813347592609638,2.889362794215823
8,8,221,276,183.4470495614366,65,681.0,37.71692307692308,-0.7281537759591777,-1.305567287382789,3241.0600704,20180422_LEVS_195_90_R_E.gpx,55,-0.01305456034245016,5.737135061105043,24.621001607543636,7.152525126597864
11,11,300,394,250.7029388288367,188,1549.0,29.66170212765958,3.956851123089286,1.34270425337591,5197.0,20180422_LEVS_195_90_R_E.gpx,94,0.01342583234704592,82.89065506487218,14.159303569677139,0.28469842908499426
13,13,414,637,249.8309026563645,450,3042.399936,24.339199488,6.344464729974419,2.448574177348978,8513.0,20180422_LEVS_195_90_R_E.gpx,223,0.024478404840258244,102.41610003988943,10.92589230668722,0.17780232311182456
15,15,651,697,260.182622078376,114,575.8260304975302,18.18397991044832,5.995817910549873,4.196090910036986,9287.0,20180422_LEVS_195_90_R_E.gpx,46,0.04192401714874761,73.4471359014771,10.080820141446278,0.228754555180314
17,17,712,884,256.5237482722496,432,2225.0,18.54166666666667,-6.202807010162177,3.696612183854234,11718.0,20180422_LEVS_195_90_R_E.gpx,172,0.036940890699378004,-50.62499390828192,12.77634681662558,-0.4206205219426029
19,19,890,956,251.8643298606019,147,933.0,22.84897959183673,-1.853252364443919,2.647418303226958,12762.0,20180422_LEVS_195_90_R_E.gpx,66,0.026464910262288695,-10.566069898079856,11.902435112606973,-1.8774617285041766
20,20,956,1027,170.7733869380153,79,975.0,44.43037974683544,-9.818218543623447,-3.610825417008667,13729.7963290719,20180422_LEVS_195_90_R_E.gpx,71,-0.036084738083336336,-210.22681592845953,41.28173840055017,-0.327279357918183
21,21,1027,1247,244.3960660894709,490,2951.0,21.68081632653061,-3.282511606241323,2.762792511049482,16687.0,20180422_LEVS_195_90_R_E.gpx,220,0.027617386914339466,-26.661224137434946,11.782953682906356,-0.7365849383713498
22,22,1247,1273,165.6949849244638,46,412.2648094118013,32.26420247570618,-9.117538333808552,-0.8549666564867043,17104.8333866667,20180422_LEVS_195_90_R_E.gpx,26,-0.008549354105370267,-139.08896432538057,21.621767212623414,-0.2590879791397648
24,24,1293,1433,196.1806995227015,146,1944.540070399999,47.94756337972599,-9.58661004124744,-3.109755351085888,19378.1818763636,20180422_LEVS_195_90_R_E.gpx,140,-0.031082527841623356,-221.63483934713867,37.75790739403577,-0.2839348084538349
25,25,1433,1516,253.3817549855787,194,1016.459929600001,18.86214302350518,-9.418052612871685,3.387199216937255,20391.0,20180422_LEVS_195_90_R_E.gpx,83,0.033852578004293386,-81.3683930553624,14.057116208138599,-0.28793154361084344
30,30,1524,1636,171.3860801408872,142,1621.0,41.09577464788732,-7.750000789158976,-2.695420036053109,22142.0,20180422_LEVS_195_90_R_E.gpx,112,-0.02694441418966116,-149.47471984253662,34.38818619983839,-0.38343369184283527
32,32,1649,1684,219.8175087536092,53,513.7000320000006,34.89283236226419,-9.486039031362578,-0.5843724924823153,22897.1666343431,20180422_LEVS_195_90_R_E.gpx,35,-0.00584362514834384,-157.55779416284068,23.424079855864235,-0.2477829376867127
34,34,1699,1760,159.2044537784735,75,822.6000639999984,39.48480307199992,-9.62106906429192,-1.878127630907559,23952.8485407972,20180422_LEVS_195_90_R_E.gpx,61,-0.018777964765795088,-181.96942691594134,26.679922621993587,-0.24436268474848494
36,36,1763,1973,97.33658628856982,230,2858.0,44.73391304347827,-6.791530362966252,-4.727483376833121,26852.0,20180422_LEVS_195_90_R_E.gpx,210,-0.04722209465507096,-140.3731009241668,45.11113259362523,-0.5356098888916929
37,37,1973,2165,245.1062841698094,451,2457.0,19.61241685144124,-7.33298494025559,3.035195709746642,29310.0,20180422_LEVS_195_90_R_E.gpx,192,0.030337986011580043,-64.85373024025998,13.791111344752881,-0.354415782861467
38,38,2165,2202,99.06829387203835,47,483.0600703999989,37.00034581787227,-9.430912844583437,-2.353723003365933,29797.700032,20180422_LEVS_195_90_R_E.gpx,37,-0.023530712914589084,-166.4408994405367,25.99975358378558,-0.260350207102335
39,39,2202,2270,258.8270797814317,183,839.939929600001,16.52340845114756,-9.175371664162343,4.766628259126644,30637.0,20180422_LEVS_195_90_R_E.gpx,68,0.04761222402017094,-68.55128029337283,9.940028188305693,-0.24166891670406537
40,40,2270,2327,105.2549512531448,62,908.3077400233997,52.74044942071353,9.687151128570886,-4.28486576279752,31543.050048,20180422_LEVS_195_90_R_E.gpx,57,-0.04280937648252491,320.3770063682681,40.566475584277896,0.21103509707792723
41,41,2327,2359,249.5766342030838,56,460.6922599766003,29.61593099849573,9.584946685002924,2.314130794988695,32001.0,20180422_LEVS_195_90_R_E.gpx,32,0.023135114119303836,181.24607774723208,5.497094739955358,0.050549091491896736
42,42,2359,2546,127.6165215159427,205,2431.0,42.69073170731708,7.078100467378216,-3.191645510145635,34430.0,20180422_LEVS_195_90_R_E.gpx,187,-0.03190021150066222,195.45460250624936,34.51177094650902,0.29428633302376495
43,43,2546,2827,255.7747306246176,717,3625.0,18.20083682008368,7.583659320282051,4.056833265569304,38059.0,20180422_LEVS_195_90_R_E.gpx,281,0.04053499033560587,91.23196940286556,10.387634786583465,0.18976598617372378
49,49,2841,2873,205.5060356893309,64,544.0,30.6,9.531971517921559,0.8593211613760796,38824.0,20180422_LEVS_195_90_R_E.gpx,32,0.008592894355840479,186.05420106843715,12.17601424256149,0.10907228621766632
51,51,2892,3015,229.3578946023469,284,1681.399936000002,21.31352031549298,7.916917881237376,2.734965192807339,40869.0,20180422_LEVS_195_90_R_E.gpx,123,0.027339428845747724,110.4200728174592,10.187642303512192,0.15377098933140956
52,52,3015,3093,123.2129550755266,80,1043.514308702303,46.95814389160361,9.441216478688142,-3.27633981251283,41918.2461920187,20180422_LEVS_195_90_R_E.gpx,78,-0.03274582749438339,279.26679154527164,33.94279133057145,0.20257087701426554
53,53,3093,3242,227.184909078791,338,1947.485691297697,20.74245114991631,9.559288001493341,3.130483564474789,43860.0,20180422_LEVS_195_90_R_E.gpx,149,0.031289507654070806,128.73176690180404,7.389551306820714,0.09567117069165774
55,55,3259,3287,193.4738593491407,56,486.6000639999984,31.28143268571418,9.412504900976296,0.9186658672281633,44624.0,20180422_LEVS_195_90_R_E.gpx,28,0.009186271044176656,187.7905370978185,9.740733934926245,0.0864503441393001
56,56,3287,3325,121.7482482377378,50,503.3999360000016,36.24479539200011,9.445297323439185,-2.140538234906929,45141.0,20180422_LEVS_195_90_R_E.gpx,38,-0.021400480163324916,217.21024880124358,26.57258065017069,0.20389293167043965
58,58,3329,3413,142.4631801367591,97,1135.550736467201,42.14415104414355,-0.8677694894251244,-3.837102977199062,46328.9465821152,20180422_LEVS_195_90_R_E.gpx,84,-0.038342813403329554,3.1540718118072495,41.60773238691961,21.986252939856612
60,60,3419,3506,150.3881099797964,89,1140.7400576,46.14229446471911,4.106523815419512,-2.184472475746754,47532.9800832,20180422_LEVS_195_90_R_E.gpx,87,-0.0218395145581472,132.20493534246617,26.60081664683455,0.3353482553169856
61,61,3506,3582,242.3599681591807,175,981.5599103999994,20.19208958537142,9.783794119470668,3.739678310717578,48515.0,20180422_LEVS_195_90_R_E.gpx,76,0.03737066044068736,128.3567479376676,5.800730664362359,0.07532042215107253
62,62,3582,3655,190.2609483609466,77,999.5200767999995,46.73080878545452,0.3610862652345118,-2.266873164493981,49513.2986015589,20180422_LEVS_195_90_R_E.gpx,73,-0.02266290948235613,35.34598377310604,30.25171010121098,1.4264567414223366
64,64,3658,3804,124.5525425463486,152,2100.733633547301,49.7542176366466,6.389672646791772,-3.824228518907837,51648.3592812139,20180422_LEVS_195_90_R_E.gpx,146,-0.03821435168148317,207.40995838610604,38.33703438549358,0.3080616659216116
66,66,3829,4055,174.30498540455,242,2955.518524371299,43.96639127163915,-7.556852309479033,-3.070759114333959,54932.0,20180422_LEVS_195_90_R_E.gpx,226,-0.030693123418339796,-155.74985717938608,36.9566772700192,-0.3954704243854091
68,68,4064,4117,178.2196407796271,55,682.6000413536021,44.67927543405396,-3.521113823902279,-2.115366756214101,55766.1100416,20180422_LEVS_195_90_R_E.gpx,53,-0.02114893625320921,-61.62197822515331,28.617813264552577,-0.774015323991204
70,70,4134,4201,213.937066388022,73,838.5143087023025,41.35139056614095,-3.87581664746457,-1.666377517497542,56826.3384697183,20180422_LEVS_195_90_R_E.gpx,67,-0.016661462046463234,-64.9070193282286,28.920996487135906,-0.7426263185518038
72,72,4203,4259,99.73509164323379,125,892.9399295999974,25.71666997247993,-3.699758798864069,-0.9989052022401264,57737.0,20180422_LEVS_195_90_R_E.gpx,56,-0.00998855370009276,-37.51536946660246,18.36601235453278,-0.815932803704309
75,75,4282,4319,184.8737414697611,73,536.0,26.43287671232877,0.7613276921021299,1.079441381888112,58624.0,20180422_LEVS_195_90_R_E.gpx,37,0.010793784994686043,25.909700273862192,11.234367092543478,0.7226615883753746
76,76,4319,4350,72.44294116856425,69,496.0,25.87826086956522,3.456334877226503,-1.076143966248432,59123.0,20180422_LEVS_195_90_R_E.gpx,31,-0.010760816583059803,64.9896655404012,15.163972825358766,0.38888164498328315
